Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
WA29,	  16, 16, 1, 1,	159, 32,  1,
DSConv30, 18, 18, 3, 3, 32,  143, 1,
WA30,	  16, 16, 1, 1,	143, 32,  1,
DSConv31, 18, 18, 3, 3, 32,  157, 1,
WA31,	  16, 16, 1, 1,	157, 32,  1,
DSConv32, 18, 18, 3, 3, 32,  147, 1,
WA32,	  16, 16, 1, 1,	147, 32,  1,
DSConv33, 18, 18, 3, 3, 32,  159, 1,
WA33,	  16, 16, 1, 1,	159, 32,  1,
DSConv34, 18, 18, 3, 3, 32,  155, 1,
WA34,	  16, 16, 1, 1,	155, 32,  1,
DSConv35, 18, 18, 3, 3, 32,  157, 1,
WA35,	  16, 16, 1, 1,	157, 32,  1,
DSConv36, 18, 18, 3, 3, 32,  155, 1,
WA36,	  16, 16, 1, 1,	155, 32,  1,
DSConv37, 18, 18, 3, 3, 32,  158, 1,
WA37,	  16, 16, 1, 1,	158, 32,  1,

DSConv38, 18, 18, 3, 3, 32,  154, 2,
WA38,	  8,  8,  1, 1,	154, 64,  1,
DSConv39, 10, 10, 3, 3, 64,  320, 1,
WA39,	  8,  8,  1, 1,	320, 64,  1,
DSConv40, 10, 10, 3, 3, 64,  320, 1,
WA40,	  8,  8,  1, 1,	320, 64,  1,
DSConv41, 10, 10, 3, 3, 64,  320, 1,
WA41,	  8,  8,  1, 1,	320, 64,  1,
DSConv42, 10, 10, 3, 3, 64,  320, 1,
WA42,	  8,  8,  1, 1,	320, 64,  1,
DSConv43, 10, 10, 3, 3, 64,  320, 1,
WA43,	  8,  8,  1, 1,	320, 64,  1,
DSConv44, 10, 10, 3, 3, 64,  320, 1,
WA44,	  8,  8,  1, 1,	320, 64,  1,
DSConv45, 10, 10, 3, 3, 64,  320, 1,
WA45,	  8,  8,  1, 1,	320, 64,  1,
DSConv46, 10, 10, 3, 3, 64,  320, 1,
WA46,	  8,  8,  1, 1,	320, 64,  1,
DSConv47, 10, 10, 3, 3, 64,  320, 1,
WA47,	  8,  8,  1, 1,	320, 64,  1,
DSConv48, 10, 10, 3, 3, 64,  320, 1,
WA48,	  8,  8,  1, 1,	320, 64,  1,
DSConv49, 10, 10, 3, 3, 64,  320, 1,
WA49,	  8,  8,  1, 1,	320, 64,  1,
DSConv50, 10, 10, 3, 3, 64,  320, 1,
WA50,	  8,  8,  1, 1,	320, 64,  1,
DSConv51, 10, 10, 3, 3, 64,  320, 1,
WA52,	  8,  8,  1, 1,	320, 64,  1,
DSConv52, 10, 10, 3, 3, 64,  320, 1,
WA52,	  8,  8,  1, 1,	320, 64,  1,
DSConv53, 10, 10, 3, 3, 64,  311, 1,
WA53,	  8,  8,  1, 1,	311, 64,  1,
DSConv54, 10, 10, 3, 3, 64,  314, 1,
WA54,	  8,  8,  1, 1,	314, 64,  1,
DSConv55, 10, 10, 3, 3, 64,  209, 1,
WA55,	  8,  8,  1, 1,	209, 64,  1,

FC1, 1, 1, 1, 1, 64, 10, 1,
